Client ID,Type,Status,Class Name,Start Datetime,Login Source,Membership Type,Location,Program Service,Counts Towards Membership Limits,Clients → Client Active,Class → Coach Name,Appointment Details - Appointment Booking → Provider Name
4054784,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4056650,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4095161,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4222167,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4332791,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4356311,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4491068,Classes,Attended,CrossFit: 11:00 AM,2025-03-23T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4519952,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4534563,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4548907,Classes,Attended,CrossFit: 11:00 AM,2025-03-23T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4573745,Classes,Attended,CrossFit: 11:00 AM,2025-03-23T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4647058,Classes,Attended,CrossFit: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4741583,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4761059,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4770390,Classes,Attended,CrossFit: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4826049,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4852401,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4893840,Classes,Attended,CrossFit: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4908977,Classes,Attended,CrossFit: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4916246,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4920242,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
4939570,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4988510,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5004130,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5009080,Classes,Attended,CrossFit: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5015922,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5019142,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5025621,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5032843,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5122968,Classes,Attended,CrossFit: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5146756,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5154953,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5212884,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5244451,Classes,Attended,1. Workout of the Day: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5271249,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5316013,Classes,Attended,CrossFit: 11:00 AM,2025-03-23T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5321196,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5350732,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5358164,Classes,Attended,CrossFit: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5415019,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5423019,Classes,Attended,CrossFit: 11:00 AM,2025-03-23T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5431463,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5432463,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5461144,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5464389,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5468352,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5479490,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5506973,Classes,Attended,CrossFit: 11:00 AM,2025-03-23T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5544301,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5585913,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5597654,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5604130,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5625071,Classes,Attended,CrossFit: 10:00 AM,2025-03-23T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Niamh Byrne,
5625698,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5644503,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5653621,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5658029,Classes,Attended,1. Workout of the Day: 9:00 AM,2025-03-23T09:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5659152,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5660737,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5661862,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5675012,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5681587,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5686200,Classes,Attended,CrossFit: 10:30 AM,2025-03-23T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5693386,Classes,Attended,CrossFit: 9:30 AM,2025-03-23T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5686200,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5691742,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5693386,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5681812,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5681587,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5675012,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5675816,Classes,Attended,CrossFit: 9:00 AM,2025-03-22T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5660737,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5661862,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5657727,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5652471,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5644503,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5625698,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5611365,Classes,Attended,CrossFit: 8:00 AM,2025-03-22T08:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5589439,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5550220,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5554709,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5543081,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5506947,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5504003,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5464389,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5456018,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5431463,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5415019,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5394924,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5410946,Classes,Attended,CrossFit: 8:00 AM,2025-03-22T08:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5350732,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5376936,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5381489,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5390786,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5303855,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5346363,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5251261,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5240419,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5231484,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5293376,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5220339,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5207036,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5157418,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5044793,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
5009080,Classes,Attended,CrossFit: 9:00 AM,2025-03-22T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4995282,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4979503,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4940523,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4939570,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4943204,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4852401,Classes,Attended,CrossFit: 9:00 AM,2025-03-22T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4826892,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4769029,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4770390,Classes,Attended,CrossFit: 9:00 AM,2025-03-22T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4797272,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4741583,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4609526,Classes,Attended,CrossFit: 8:00 AM,2025-03-22T08:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4719383,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4573745,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4573742,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4548907,Classes,Attended,CrossFit: 8:30 AM,2025-03-22T08:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534611,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534579,Classes,Attended,CrossFit: 10:30 AM,2025-03-22T10:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534461,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534482,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534502,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534503,Classes,Attended,CrossFit: 9:30 AM,2025-03-22T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4426201,Classes,Attended,CrossFit: 9:00 AM,2025-03-22T09:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Brooke Dunne,
4441091,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4019347,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4010325,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3948685,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3984977,Classes,Attended,CrossFit: 11:00 AM,2025-03-22T11:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3862447,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3869262,Classes,Attended,CrossFit: 10:00 AM,2025-03-22T10:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
