Client ID,Type,Status,Class Name,Start Datetime,Login Source,Membership Type,Location,Program Service,Counts Towards Membership Limits,Clients → Client Active,Class → Coach Name,Appointment Details - Appointment Booking → Provider Name
5291838,Classes,Attended,CrossFit: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5258043,Classes,Attended,1. Workout of the Day: 6:30 PM,2025-03-12T18:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
5244451,Classes,Attended,1. Workout of the Day: 6:30 PM,2025-03-12T18:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
5231484,Classes,Attended,CrossFit: 8:00 PM,2025-03-12T20:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5215124,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Inactive,Emannuel Machado,
5220339,Classes,Attended,CrossFit: 12:30 PM,2025-03-12T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5207036,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5202848,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5190735,Classes,Attended,CrossFit: 12:30 PM,2025-03-12T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5047109,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
5049125,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
5052750,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5057606,Classes,Attended,1. Workout of the Day: 5:30 PM,2025-03-12T17:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
5056364,Classes,Attended,CrossFit: 8:00 PM,2025-03-12T20:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5122505,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5076696,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5076429,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5124860,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
5131161,Classes,Attended,1. Workout of the Day: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
5144933,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
5151055,Classes,Attended,CrossFit: 4:00 PM,2025-03-12T16:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5151544,Classes,Attended,CrossFit: 4:00 PM,2025-03-12T16:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5151211,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
5154953,Classes,Attended,1. Workout of the Day: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
5161356,Classes,Attended,CrossFit: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
5172342,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4953131,Classes,Attended,CrossFit: 12:30 PM,2025-03-12T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4943204,Classes,Attended,CrossFit: 8:00 PM,2025-03-12T20:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4939570,Classes,Attended,CrossFit: 7:00 PM,2025-03-12T19:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4937251,Classes,Attended,CrossFit: 8:00 PM,2025-03-12T20:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4936532,Classes,Attended,CrossFit: 12:30 PM,2025-03-12T12:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4933156,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4927331,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
4921643,Classes,Attended,CrossFit: 1:00 PM,2025-03-12T13:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
4908977,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
4903020,Classes,Attended,Crossfit: 8:00 AM,2025-03-12T08:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4899525,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4899456,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4891984,Classes,Attended,1. Workout of the Day: 6:30 PM,2025-03-12T18:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
5038930,Classes,Attended,CrossFit: 7:00 PM,2025-03-12T19:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
5039921,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
5027460,Classes,Attended,CrossFit: 12:30 PM,2025-03-12T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5032843,Classes,Attended,1. Workout of the Day: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
5025621,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
5019142,Classes,Attended,CrossFit: 7:00 PM,2025-03-12T19:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4996766,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
5009080,Classes,Attended,CrossFit: 10:00 AM,2025-03-12T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
4985224,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
4975179,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4826049,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4780860,Classes,Attended,CrossFit: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4761160,Classes,Attended,CrossFit: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4834642,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
4826892,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4852401,Classes,Attended,CrossFit: 1:00 PM,2025-03-12T13:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
4881940,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4863228,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
4887234,Classes,Attended,CrossFit: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4889363,Classes,Attended,1. Workout of the Day: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
4761059,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4716072,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4603788,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
4583739,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
4593132,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4538780,Classes,Attended,CrossFit: 7:00 PM,2025-03-12T19:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4569016,Classes,Attended,CrossFit: 12:30 PM,2025-03-12T12:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4555120,Classes,Attended,CrossFit: 7:30 AM,2025-03-12T07:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2307084,Classes,Attended,CrossFit: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2314733,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2751459,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3162496,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3177922,Classes,Attended,CrossFit: 7:30 AM,2025-03-12T07:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3064791,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2863359,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3634708,Classes,Attended,1. Workout of the Day: 6:30 PM,2025-03-12T18:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
3769180,Classes,Attended,1. Workout of the Day: 5:30 PM,2025-03-12T17:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
3768820,Classes,Attended,1. Workout of the Day: 5:30 PM,2025-03-12T17:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
1154801,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154796,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154782,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
1154829,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2118440,Classes,Attended,CrossFit: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2221804,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2061549,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1237727,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154863,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154877,Classes,Attended,CrossFit: 7:00 PM,2025-03-12T19:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4477798,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4441091,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4426201,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
4397433,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4370836,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4405443,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4425049,Classes,Attended,1. Workout of the Day: 5:30 PM,2025-03-12T17:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Inactive,Vinicius Rocker,
4426163,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
4355549,Classes,Attended,1. Workout of the Day: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
4290571,Classes,Attended,1. Workout of the Day: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
4163333,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4222167,Classes,Attended,1. Workout of the Day: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
4056650,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4534552,Classes,Attended,CrossFit: 7:00 PM,2025-03-12T19:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534520,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4534593,Classes,Attended,CrossFit: 8:00 PM,2025-03-12T20:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4534579,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4534464,Classes,Attended,CrossFit: 4:00 PM,2025-03-12T16:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Inactive,João Lucas Bugatti,
4522089,Classes,Attended,CrossFit: 7:30 AM,2025-03-12T07:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4534502,Classes,Attended,CrossFit: 12:30 PM,2025-03-12T12:30:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4534503,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Emannuel Machado,
4534482,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
3860306,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860296,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860318,Classes,Attended,CrossFit: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860281,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860287,Classes,Attended,CrossFit: 10:00 AM,2025-03-12T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3853159,Classes,Attended,1. Workout of the Day: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
3860246,Classes,Attended,CrossFit: 7:00 AM,2025-03-12T07:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860277,Classes,Attended,CrossFit: 1:00 PM,2025-03-12T13:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3812687,Classes,Attended,CrossFit: 6:30 AM,2025-03-12T06:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3776390,Classes,Attended,1. Workout of the Day: 6:00 AM,2025-03-12T06:00:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
3781481,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4046466,Classes,Attended,1. Workout of the Day: 9:30 AM,2025-03-12T09:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
4054784,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,Nathaly Maciel,
4019347,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
3984977,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
3948685,Classes,Attended,CrossFit: 4:30 PM,2025-03-12T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3919778,Classes,Attended,CrossFit: 5:30 AM,2025-03-12T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3868686,Classes,Attended,CrossFit: 4:00 PM,2025-03-12T16:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
3869262,Classes,Attended,CrossFit: 6:00 PM,2025-03-12T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
3860344,Classes,Attended,CrossFit: 7:00 PM,2025-03-12T19:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860335,Classes,Attended,CrossFit: 10:00 AM,2025-03-12T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860336,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860342,Classes,Attended,CrossFit: 5:00 AM,2025-03-12T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860337,Classes,Attended,CrossFit: 5:00 PM,2025-03-12T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860337,Classes,Attended,CrossFit: 5:00 PM,2025-03-11T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860342,Classes,Attended,CrossFit: 5:00 AM,2025-03-11T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860335,Classes,Attended,CrossFit: 10:00 AM,2025-03-11T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860344,Classes,Attended,CrossFit: 7:00 PM,2025-03-11T19:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3862447,Classes,Attended,CrossFit: 4:30 PM,2025-03-11T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3868686,Classes,Attended,CrossFit: 4:00 PM,2025-03-11T16:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
3889745,Classes,Attended,CrossFit: 7:00 PM,2025-03-11T19:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3919778,Classes,Attended,CrossFit: 5:30 AM,2025-03-11T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3948685,Classes,Attended,CrossFit: 4:30 PM,2025-03-11T16:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3897479,Classes,Attended,1. Workout of the Day: 5:30 PM,2025-03-11T17:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
3964241,Classes,Attended,CrossFit: 5:00 PM,2025-03-11T17:00:00,Mobile App,Class Plan,Bua Smithfield,1. Workout of the Day,Yes,Active,João Lucas Bugatti,
4019347,Classes,Attended,CrossFit: 6:00 PM,2025-03-11T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4010325,Classes,Attended,CrossFit: 6:00 PM,2025-03-11T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
4046466,Classes,Attended,1. Workout of the Day: 5:30 PM,2025-03-11T17:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Vinicius Rocker,
3781481,Classes,Attended,CrossFit: 6:00 PM,2025-03-11T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Jamie Lawlor,
3812687,Classes,Attended,CrossFit: 5:30 AM,2025-03-11T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3789017,Classes,Attended,CrossFit: 5:30 AM,2025-03-11T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3812693,Classes,Attended,CrossFit: 5:30 AM,2025-03-11T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3834703,Classes,Attended,1. Workout of the Day: 9:30 AM,2025-03-11T09:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
3860269,Classes,Attended,CrossFit: 7:00 PM,2025-03-11T19:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860266,Classes,Attended,CrossFit: 5:00 PM,2025-03-11T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860246,Classes,Attended,CrossFit: 7:00 AM,2025-03-11T07:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3853159,Classes,Attended,1. Workout of the Day: 6:30 AM,2025-03-11T06:30:00,Mobile App,Class Plan,Bua Naas,1. Workout of the Day,Yes,Active,Pa White,
3860250,Classes,Attended,CrossFit: 5:00 PM,2025-03-11T17:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860263,Classes,Attended,CrossFit: 1:00 PM,2025-03-11T13:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
3860287,Classes,Attended,CrossFit: 10:00 AM,2025-03-11T10:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860281,Classes,Attended,CrossFit: 5:00 AM,2025-03-11T05:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Laura Flynn,
3860284,Classes,Attended,CrossFit: 1:00 PM,2025-03-11T13:00:00,Mobile App,Class Plan,Bua Celbridge,1. Workout of the Day,Yes,Active,Adam McGroggan,
