Client ID,Type,Status,Class Name,Start Datetime,Login Source,Membership Type,Location,Program Service,Counts Towards Membership Limits,Clients → Client Active,Class → Coach Name,Appointment Details - Appointment Booking → Provider Name
1154829,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2314733,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2488509,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2519335,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2751459,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2863359,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3984977,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4349290,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4477798,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4797272,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4975179,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5173366,Classes,Attended,CrossFit: 5:30 AM,2025-01-31T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5207036,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5288936,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5293376,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5423019,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5506973,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5581412,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5627633,Classes,Attended,CrossFit: 12:30 PM,2025-01-31T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5536988,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
5506973,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
5389441,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5423019,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
5293376,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
5220339,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
5173366,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4988491,Classes,Attended,CrossFit: 6:00 PM,2025-01-30T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4988510,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5027460,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
4975179,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4933048,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4826049,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4884407,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4899456,Classes,Attended,CrossFit: 6:00 PM,2025-01-30T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4797272,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4769029,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4477798,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3984977,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
3781481,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
3862447,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
3868686,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
2863359,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2751459,Classes,Attended,CrossFit: 12:30 PM,2025-01-30T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Emannuel Machado,
2314733,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154829,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154863,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154877,Classes,Attended,CrossFit: 6:00 PM,2025-01-30T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
1237727,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1420753,Classes,Attended,CrossFit: 5:30 AM,2025-01-30T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154782,Classes,Attended,CrossFit: 6:00 PM,2025-01-30T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
1154861,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154829,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2314733,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2751459,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2772791,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
2797452,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2863359,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2797453,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3843781,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3781481,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3162496,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3789017,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4404531,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4056650,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4477798,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4571043,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4769029,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4573742,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4573745,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4649935,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4825866,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4933048,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4975179,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5027460,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5047109,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5173366,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5190735,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5301265,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5293376,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5464194,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5423019,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5376765,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5348994,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5506973,Classes,Attended,CrossFit: 12:30 PM,2025-01-29T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5487917,Classes,Attended,CrossFit: 5:30 AM,2025-01-29T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5610893,Classes,Attended,CrossFit: 6:00 PM,2025-01-29T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5537314,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5536404,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5506973,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5423019,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5455442,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5487917,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5464194,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5293376,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5301265,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5173366,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5047109,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4988491,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4975179,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4920242,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4933048,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4825866,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4573745,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4797272,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4548907,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4477798,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4439367,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4404531,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3919778,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3789017,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3812687,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3781481,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3812693,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3862447,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
2797453,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2863359,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2751459,Classes,Attended,CrossFit: 12:30 PM,2025-01-28T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2314733,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1635651,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1764246,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
1154863,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154782,Classes,Attended,CrossFit: 6:00 PM,2025-01-28T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
1237727,Classes,Attended,CrossFit: 5:30 AM,2025-01-28T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1237727,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154801,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
1154829,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154861,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154863,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
1154782,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
1764246,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
2314733,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2751459,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2797452,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2772791,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2863359,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
2797453,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
2797453,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3869262,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
3843781,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
3812687,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
3984977,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4477798,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4540340,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4548907,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4571043,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4569016,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4769029,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4797272,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4573745,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4911412,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
4825866,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
4933048,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4975179,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
4988491,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5047109,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5173366,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5301265,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5293376,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5251261,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5413802,Classes,Attended,CrossFit: 5:30 AM,2025-01-27T05:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Amy Flynn,
5423019,Classes,Attended,CrossFit: 12:30 PM,2025-01-27T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5536404,Classes,Attended,CrossFit: 6:00 PM,2025-01-27T18:00:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,Miguel Fernandes,
5610893,Classes,Attended,CrossFit: 12:30 PM,2025-01-24T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5506973,Classes,Attended,CrossFit: 12:30 PM,2025-01-24T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
5423019,Classes,Attended,CrossFit: 12:30 PM,2025-01-24T12:30:00,Mobile App,Class Plan,Bua Santry,1. Workout of the Day,Yes,Active,James Rankin,
